ID,Data,Sexo,Idade,Horário,CAUSA DA MORTE,Local,Latitude,Longitude,Município,Classificação
857,27/05/2018,masculino,31,19:30:00,ARMA DE FOGO,Andiroba,"-2,629915","-44,188449",São Luís,LATROCÍNIO
858,28/05/2018,masculino,47,02:14:00,ARMA BRANCA,São Raimundo,"-2,596433","-44,231129",São Luís,LATROCÍNIO
859,28/05/2018,masculino,25,03:50:00,ARMA BRANCA,Cohab-Anil III,"-2,545458","-44,218726",São Luís,HOMICÍDIO DOLOSO
860,01/06/2018,masculino,14,20:00:00,ARMA DE FOGO,Vila Riod,"-2,595961","-44,195568",São Luís,HOMICÍDIO DOLOSO
861,02/06/2018,masculino,22,15:20:00,ARMA DE FOGO,Vila Cafeteira-SJR,"-2,561171","-44,192204",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
862,03/06/2018,masculino,29,21:00:00,ARMA BRANCA,Vila Maranhão,"-2,624857","-44,314127",São Luís,HOMICÍDIO DOLOSO
863,03/06/2018,masculino,24,11:15:00,ARMA DE FOGO,Vila Valian,"-2,603078","-44,238296",São Luís,HOMICÍDIO DOLOSO
864,04/06/2018,masculino,38,00:40:00,ARMA DE FOGO,Pirapora,"-2,558277","-44,243445",São Luís,HOMICÍDIO DOLOSO
865,04/06/2018,masculino,36,00:45:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
866,04/06/2018,masculino,21,19:30:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
867,04/06/2018,masculino,29,14:00:00,ARMA BRANCA,Vila Collier,"-2,666269","-44,303999",São Luís,HOMICÍDIO DOLOSO
868,05/06/2018,masculino,26,00:36:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
869,06/06/2018,feminino,26,19:00:00,ARMA DE FOGO,Cohab-Anil I,"-2,536155","-44,221151",São Luís,HOMICÍDIO DOLOSO
870,10/06/2018,masculino,17,14:30:00,ARMA DE FOGO,Pontal da Ilha,"-2,596262","-44,224949",São Luís,HOMICÍDIO DOLOSO
871,10/06/2018,masculino,24,17:00:00,ARMA BRANCA,São Francisco,"-2,510474","-44,3049",São Luís,HOMICÍDIO DOLOSO
872,12/06/2018,masculino,37,18:45:00,ARMA BRANCA,Vila São João,"-2,4498981","-44,1265188",Raposa,HOMICÍDIO DOLOSO
873,14/06/2018,masculino,36,16:57:00,ESPANCAMENTO,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
874,15/06/2018,masculino,29,20:00:00,ARMA DE FOGO,Recanto da Paz,"-2,555319","-44,192784",São José de Ribamar,HOMICÍDIO DOLOSO
875,15/06/2018,masculino,17,09:33:00,ARMA DE FOGO,Sacavém,"-2,555651","-44,258047",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
876,16/06/2018,masculino,26,11:00:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,HOMICÍDIO DOLOSO
877,16/06/2018,masculino,21,21:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
878,16/06/2018,masculino,18,22:00:00,ARMA DE FOGO,Retiro Natal,"-2,537977","-44,285331",São Luís,HOMICÍDIO DOLOSO
879,17/06/2018,masculino,39,23:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
880,17/06/2018,masculino,22,23:46:00,ARMA DE FOGO,Monte Castelo,"-2,534483","-44,280224",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
881,18/06/2018,feminino,35,07:30:00,ARMA BRANCA,Rio Grande,"-2,662003","-44,291596",São Luís,HOMICÍDIO DOLOSO
882,20/06/2018,masculino,16,13:00:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
883,20/06/2018,masculino,33,-,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,MORTE A ESCLARECER
884,22/06/2018,masculino,19,20:00:00,ARMA DE FOGO,Residencial Luís Fernando,"-2,545197","-44,157035",Paço do Lumiar,HOMICÍDIO DOLOSO
885,22/06/2018,masculino,32,00:46:00,ARMA BRANCA,Cruzeiro,"-2,554369","-44,062223",São José de Ribamar,HOMICÍDIO DOLOSO
886,22/06/2018,masculino,44,11:00:00,ARMA DE FOGO,Monte Castelo,"-2,534483","-44,280224",São Luís,LATROCÍNIO
887,23/06/2018,masculino,32,20:30:00,ARMA BRANCA,Vila Operária,"-2,560421","-44,184115",São José de Ribamar,HOMICÍDIO DOLOSO
888,23/06/2018,masculino,21,02:00:00,ARMA DE FOGO,São Cristóvão,"-2,568524","-44,232674",São Luís,HOMICÍDIO DOLOSO
889,23/06/2018,masculino,30,20:32:00,ARMA DE FOGO,Recanto Fialho,"-2,509294","-44,234744",São Luís,HOMICÍDIO DOLOSO
890,24/06/2018,masculino,27,20:30:00,ARMA BRANCA,Alto do Turu II,"-2,511009","-44,193642",São José de Ribamar,HOMICÍDIO DOLOSO
891,24/06/2018,masculino,15,17:44:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
892,24/06/2018,masculino,24,21:47:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,LATROCÍNIO
893,25/06/2018,masculino,42,06:51:00,ARMA BRANCA,Matinha,"-2,578899","-44,15607",São José de Ribamar,HOMICÍDIO DOLOSO
894,25/06/2018,masculino,48,08:22:00,ARMA DE FOGO,Vila Bacanga,"-2,556027","-44,313419",São Luís,HOMICÍDIO DOLOSO
895,25/06/2018,feminino,25,22:00:00,ARMA DE FOGO,Vila São Sebastião,"-2,573346","-44,264312",São Luís,HOMICÍDIO DOLOSO
896,25/06/2018,masculino,21,04:00:00,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
897,27/06/2018,masculino,17,16:20:00,ESPANCAMENTO,Vila Airton Sena,"-2,605608","-44,233618",São Luís,HOMICÍDIO DOLOSO
898,27/06/2018,masculino,21,15:20:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
899,28/06/2018,masculino,20,15:00:00,ARMA DE FOGO,Residencial Nova Vida,"-2,623956","-44,194758",Paço do Lumiar,HOMICÍDIO DOLOSO
900,28/06/2018,masculino,40,17:00:00,ARMA DE FOGO,Santa Cruz,"-2,547409","-44,247136",São Luís,HOMICÍDIO DOLOSO
901,28/06/2018,masculino,23,15:30:00,ARMA DE FOGO,Maranhão Novo,"-2,530496","-44,254689",São Luís,HOMICÍDIO DOLOSO
902,30/06/2018,masculino,46,05:30:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
903,02/07/2018,masculino,28,09:00:00,ARMA DE FOGO,Vila Roseana Sarney,"-2,546878","-44,077497",São José de Ribamar,HOMICÍDIO DOLOSO
904,02/07/2018,masculino,31,20:30:00,ARMA DE FOGO,Residencial 2000,"-2,649507","-44,271212",São Luís,HOMICÍDIO DOLOSO
905,04/07/2018,masculino,26,04:00:00,ARMA DE FOGO,Vila Talita,"-2,43765","-44,109421",Raposa,HOMICÍDIO DOLOSO
906,04/07/2018,masculino,20,20:30:00,ARMA DE FOGO,Ponta Verde,"-2,521115","-44,028431",São José de Ribamar,HOMICÍDIO DOLOSO
907,04/07/2018,masculino,21,21:30:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
908,06/07/2018,feminino,33,21:00:00,ARMA DE FOGO,Residencial Novo Horizonte,"-2,525437","-44,147015",Paço do Lumiar,HOMICÍDIO DOLOSO
909,06/07/2018,masculino,41,11:30:00,ARMA DE FOGO,Forquilha,"-2,555448","-44,215465",São Luís,HOMICÍDIO DOLOSO
910,07/07/2018,masculino,44,15:40:00,ARMA DE FOGO,Tibiri,"-2,617826","-44,25087",São Luís,HOMICÍDIO DOLOSO
911,14/07/2018,masculino,15,14:30:00,ARMA DE FOGO,Vila Funil,"-2,607644","-44,245893",São Luís,HOMICÍDIO DOLOSO
912,14/07/2018,masculino,17,12:00:00,ARMA DE FOGO,Outeiro da Cruz,"-2,552082","-44,254689",São Luís,HOMICÍDIO DOLOSO
913,15/07/2018,feminino,44,05:30:00,ARMA BRANCA,Morada do Bosque II,"-2,5224924","-44,111928",Paço do Lumiar,HOMICÍDIO DOLOSO
914,16/07/2018,masculino,39,06:30:00,ARMA DE FOGO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,LATROCÍNIO
915,21/07/2018,masculino,29,18:30:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
916,21/07/2018,masculino,16,00:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
917,26/07/2018,masculino,46,17:20:00,ATROPELAMENTO,Parque Bob Kennedy,"-2,477889","-44,174652",Paço do Lumiar,HOMICÍDIO DOLOSO
918,26/07/2018,masculino,20,19:00:00,ARMA DE FOGO,Sacavém,"-2,555651","-44,258047",São Luís,HOMICÍDIO DOLOSO
919,31/07/2018,masculino,16,20:00:00,ARMA DE FOGO,Recanto Verde,"-2,593367","-44,251007",São Luís,HOMICÍDIO DOLOSO
920,03/08/2018,masculino,25,17:00:00,ARMA DE FOGO,Vieira,"-2,554856","-44,052909",São José de Ribamar,HOMICÍDIO DOLOSO
921,05/08/2018,masculino,23,18:00:00,ARMA DE FOGO,Residencial Eugênio Pereira,"-2,491437","-44,165854",Paço do Lumiar,HOMICÍDIO DOLOSO
922,05/08/2018,masculino,39,-,ARMA DE FOGO,Vila Maranhão,"-2,624857","-44,314127",São Luís,HOMICÍDIO DOLOSO
923,06/08/2018,masculino,26,16:30:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
924,07/08/2018,masculino,28,21:13:00,ARMA DE FOGO,Vila Roseana Sarney,"-2,546878","-44,077497",São José de Ribamar,HOMICÍDIO DOLOSO
925,07/08/2018,masculino,44,16:36:00,ARMA BRANCA,Areinha,"-2,544172","-44,292026",São Luís,HOMICÍDIO DOLOSO
926,13/08/2018,masculino,25,-,OUTROS MEIOS,Aterro do Bacanga,"-2,539863","-44,3024",São Luís,HOMICÍDIO DOLOSO
927,14/08/2018,masculino,17,05:51:00,ARMA DE FOGO,Vila Alcione Ferreira,"-2,553572","-44,073672",São José de Ribamar,HOMICÍDIO DOLOSO
928,16/08/2018,masculino,29,14:57:00,ARMA DE FOGO,Pindaí,"-2,552211","-44,122188",São José de Ribamar,HOMICÍDIO DOLOSO
929,17/08/2018,masculino,52,17:30:00,ARMA BRANCA,Coquilho,"-2,6656857","-44,1895731",São Luís,HOMICÍDIO DOLOSO
930,18/08/2018,masculino,29,02:50:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
931,18/08/2018,masculino,18,01:30:00,ARMA DE FOGO,Vila Progresso – Pedrinhas,"-2,683815","-44,294803",São Luís,HOMICÍDIO DOLOSO
932,18/08/2018,masculino,38,20:45:00,ARMA DE FOGO,Vila Funil,"-2,607644","-44,245893",São Luís,LATROCÍNIO
933,19/08/2018,masculino,36,23:30:00,ARMA DE FOGO,Novo Cohatrac,"-2,533775","-44,19008",São José de Ribamar,HOMICÍDIO DOLOSO
934,20/08/2018,masculino,67,19:40:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
935,21/08/2018,masculino,46,20:32:00,ARMA DE FOGO,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,LATROCÍNIO
936,21/08/2018,masculino,33,03:00:00,ARMA DE FOGO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
937,21/08/2018,masculino,26,23:40:00,ARMA BRANCA,Vila Cascavel,"-2,594016","-44,220041",São Luís,HOMICÍDIO DOLOSO
938,21/08/2018,masculino,22,12:00:00,ARMA DE FOGO,Cruzeiro do Anil,"-2,540185","-44,230099",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
939,21/08/2018,masculino,20,12:00:00,ARMA DE FOGO,Cruzeiro do Anil,"-2,540185","-44,230099",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
940,22/08/2018,masculino,25,23:40:00,ARMA BRANCA,Residencial Tiradentes,"-2,606165","-44,191132",São Luís,HOMICÍDIO DOLOSO
941,22/08/2018,masculino,18,09:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
942,23/08/2018,masculino,29,06:00:00,ARMA DE FOGO,Vila São José – SJR,"-2,548224","-44,085131",São José de Ribamar,HOMICÍDIO DOLOSO
943,24/08/2018,masculino,24,23:00:00,ARMA DE FOGO,Retiro Natal,"-2,537977","-44,285331",São Luís,HOMICÍDIO DOLOSO
944,27/08/2018,masculino,21,21:00:00,ARMA DE FOGO,Vila São José – SJR,"-2,548224","-44,085131",São José de Ribamar,HOMICÍDIO DOLOSO
945,28/08/2018,masculino,24,17:30:00,ARMA DE FOGO,Moropóia,"-2,549831","-44,061999",São José de Ribamar,HOMICÍDIO DOLOSO
946,31/08/2018,masculino,39,22:37:00,ARMA BRANCA,Vila do Povo,"-2,522075","-44,159358",Paço do Lumiar,HOMICÍDIO DOLOSO
947,31/08/2018,feminino,39,10:45:00,ARMA DE FOGO,Vieira,"-2,554856","-44,052909",São José de Ribamar,HOMICÍDIO DOLOSO
948,31/08/2018,masculino,47,11:00:00,ARMA DE FOGO,Ivar Saldanha,"-2,540335","-44,263734",São Luís,HOMICÍDIO DOLOSO
949,02/09/2018,masculino,18,02:38:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
950,03/09/2018,masculino,20,08:15:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,HOMICÍDIO DOLOSO
951,04/09/2018,masculino,21,01:25:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
952,04/09/2018,masculino,32,01:25:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
953,04/09/2018,masculino,18,19:17:00,ARMA DE FOGO,Cohatrac IV,"-2,53504","-44,204049",São Luís,HOMICÍDIO DOLOSO
954,05/09/2018,masculino,26,13:30:00,ARMA DE FOGO,Vila Progresso – Pedrinhas,"-2,683815","-44,294803",São Luís,HOMICÍDIO DOLOSO
955,06/09/2018,masculino,21,21:31:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
956,07/09/2018,masculino,30,19:43:00,ARMA BRANCA,João de Deus,"-2,558878","-44,231944",São Luís,HOMICÍDIO DOLOSO
957,07/09/2018,masculino,21,19:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
958,08/09/2018,masculino,18,11:04:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
959,08/09/2018,masculino,27,11:04:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
960,09/09/2018,masculino,39,14:55:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
961,10/09/2018,masculino,17,02:36:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
962,10/09/2018,masculino,17,01:00:00,ARMA DE FOGO,Outeiro,"-2,548599","-44,069778",São José de Ribamar,HOMICÍDIO DOLOSO
963,10/09/2018,masculino,19,20:14:00,ARMA DE FOGO,Jardim América,"-2,585501","-44,195337",São Luís,HOMICÍDIO DOLOSO
964,13/09/2018,masculino,53,06:45:00,ARMA BRANCA,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
965,14/09/2018,masculino,20,11:10:00,ARMA DE FOGO,Pontal da Ilha,"-2,596262","-44,224949",São Luís,HOMICÍDIO DOLOSO
966,15/09/2018,masculino,37,19:20:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
967,16/09/2018,masculino,21,21:29:00,ARMA DE FOGO,Residencial Orquídeas,"-2,541471","-44,171541",Paço do Lumiar,HOMICÍDIO DOLOSO
968,19/09/2018,masculino,25,20:30:00,ARMA DE FOGO,Vila Passos,"-2,535273","-44,287228",São Luís,HOMICÍDIO DOLOSO
969,21/09/2018,masculino,24,20:36:00,ARMA DE FOGO,Cumbique,"-2,463353","-44,127078",Raposa,HOMICÍDIO DOLOSO
970,21/09/2018,masculino,19,06:10:00,ARMA DE FOGO,Gapara,"-2,58996","-44,301295",São Luís,HOMICÍDIO DOLOSO
971,21/09/2018,masculino,33,06:00:00,ARMA DE FOGO,Aurora,"-2,548845","-44,228532",São Luís,HOMICÍDIO DOLOSO
972,21/09/2018,masculino,50,23:10:00,ARMA DE FOGO,Parque Timbiras,"-2,559671","-44,270954",São Luís,HOMICÍDIO DOLOSO
973,22/09/2018,masculino,18,14:00:00,ARMA DE FOGO,Vila Janaína,"-2,59146","-44,191303",São Luís,HOMICÍDIO DOLOSO
974,22/09/2018,masculino,43,23:40:00,ESPANCAMENTO,Centro-SLZ,"-2,530153","-44,299664",São Luís,LATROCÍNIO
975,25/09/2018,masculino,16,21:35:00,ARMA DE FOGO,Tibirizinho,"-2,619284","-44,241171",São Luís,HOMICÍDIO DOLOSO
976,25/09/2018,masculino,20,21:25:00,ARMA DE FOGO,Tibirizinho,"-2,619284","-44,241171",São Luís,HOMICÍDIO DOLOSO
977,26/09/2018,masculino,16,14:30:00,ARMA DE FOGO,Vila Janaína,"-2,59146","-44,191303",São Luís,HOMICÍDIO DOLOSO
978,27/09/2018,masculino,29,23:30:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
979,28/09/2018,masculino,32,-,ARMA DE FOGO,Vila Mauro Fecury I,"-2,541128","-44,332387",São Luís,HOMICÍDIO DOLOSO
980,30/09/2018,masculino,35,05:00:00,ARMA DE FOGO,Cohab-Anil I,"-2,536155","-44,221151",São Luís,HOMICÍDIO DOLOSO
981,01/10/2018,masculino,54,07:00:00,ARMA DE FOGO,Iguaíba,"-2,477074","-44,096889",Paço do Lumiar,HOMICÍDIO DOLOSO
982,01/10/2018,masculino,25,21:00:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
983,02/10/2018,masculino,14,21:20:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
984,05/10/2018,masculino,23,19:30:00,ARMA DE FOGO,Cohab-Anil III,"-2,545458","-44,218726",São Luís,HOMICÍDIO DOLOSO
985,06/10/2018,feminino,52,19:00:00,ARMA BRANCA,Inhaúma,"-2,734214","-44,336872",São Luís,HOMICÍDIO DOLOSO
986,07/10/2018,masculino,42,00:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
987,10/10/2018,masculino,19,08:20:00,ARMA DE FOGO,Miritiua,"-2,498597","-44,198341",São José de Ribamar,HOMICÍDIO DOLOSO
988,10/10/2018,masculino,73,08:20:00,ARMA DE FOGO,Miritiua,"-2,498597","-44,198341",São José de Ribamar,HOMICÍDIO DOLOSO
989,10/10/2018,masculino,16,11:00:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
990,10/10/2018,masculino,20,11:00:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
991,10/10/2018,masculino,20,11:00:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
992,10/10/2018,masculino,20,11:00:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
993,10/10/2018,masculino,18,11:00:00,ARMA DE FOGO,Sarnambi,"-2,543845","-44,063426",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
994,11/10/2018,masculino,-,21:00:00,ARMA DE FOGO,São Cristóvão,"-2,568524","-44,232674",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
995,12/10/2018,masculino,27,23:00:00,ARMA DE FOGO,Bequimão,"-2,530003","-44,246321",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
996,14/10/2018,masculino,21,18:30:00,ARMA DE FOGO,Recanto Vinhais,"-2,521599","-44,263272",São Luís,HOMICÍDIO DOLOSO
997,14/10/2018,masculino,35,20:00:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,LATROCÍNIO
998,15/10/2018,masculino,31,00:00:00,ARMA BRANCA,Mercado Central,"-2,534118","-44,301081",São Luís,HOMICÍDIO DOLOSO
999,15/10/2018,masculino,25,01:00:00,ARMA DE FOGO,25 de Maio,"-2,5231213","-44,259882",São Luís,HOMICÍDIO DOLOSO
1000,17/10/2018,masculino,15,19:31:00,ARMA DE FOGO,Coroado,"-2,553733","-44,27001",São Luís,HOMICÍDIO DOLOSO
1001,17/10/2018,masculino,17,19:31:00,ARMA DE FOGO,Coroado,"-2,553733","-44,27001",São Luís,HOMICÍDIO DOLOSO
1002,19/10/2018,masculino,26,06:40:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
1003,19/10/2018,masculino,33,19:01:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
1004,19/10/2018,masculino,26,21:36:00,ARMA DE FOGO,São Cristóvão,"-2,568524","-44,232674",São Luís,HOMICÍDIO DOLOSO
1005,19/10/2018,masculino,22,19:30:00,ARMA DE FOGO,Monte Castelo,"-2,534483","-44,280224",São Luís,HOMICÍDIO DOLOSO
1006,19/10/2018,masculino,23,18:55:00,ARMA DE FOGO,Sá Viana,"-2,55892","-44,301896",São Luís,HOMICÍDIO DOLOSO
1007,19/10/2018,masculino,20,19:54:00,ARMA DE FOGO,Vila Cascavel,"-2,594016","-44,220041",São Luís,HOMICÍDIO DOLOSO
1008,19/10/2018,masculino,12,23:58:00,ARMA DE FOGO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
1009,20/10/2018,masculino,57,21:52:00,ARMA DE FOGO,Boa Vista,"-2,491609","-44,17345",Paço do Lumiar,HOMICÍDIO DOLOSO
1010,20/10/2018,masculino,39,15:00:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
1011,20/10/2018,masculino,30,17:07:00,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1012,20/10/2018,masculino,22,19:44:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
1013,20/10/2018,masculino,17,19:57:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1014,20/10/2018,masculino,25,19:36:00,OUTROS MEIOS,Matinha,"-2,578899","-44,15607",São Luís,HOMICÍDIO DOLOSO
1015,21/10/2018,masculino,30,21:53:00,ARMA DE FOGO,Moropóia,"-2,549831","-44,061999",São José de Ribamar,HOMICÍDIO DOLOSO
1016,21/10/2018,masculino,19,02:00:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
1017,21/10/2018,masculino,17,21:40:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
1018,22/10/2018,masculino,19,11:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1019,24/10/2018,masculino,28,19:30:00,ARMA DE FOGO,Cohafuma,"-2,507301","-44,267349",São Luís,HOMICÍDIO DOLOSO
1020,25/10/2018,masculino,49,19:00:00,ARMA DE FOGO,Conjunto Roseana Sarney,"-2,528095","-44,142938",Paço do Lumiar,HOMICÍDIO DOLOSO
1021,28/10/2018,masculino,46,00:40:00,ESPANCAMENTO,Maiobinha,"-2,560249","-44,203362",São José de Ribamar,HOMICÍDIO DOLOSO
1022,28/10/2018,masculino,28,21:00:00,ARMA DE FOGO,Bom Jesus,"-2,565726","-44,274752",São Luís,HOMICÍDIO DOLOSO
1023,30/10/2018,masculino,27,20:30:00,ARMA DE FOGO,Cohama,"-2,514675","-44,244518",São Luís,HOMICÍDIO DOLOSO
1024,31/10/2018,masculino,51,02:00:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
1025,31/10/2018,masculino,63,14:00:00,ARMA DE FOGO,Vila São José – SJR,"-2,548224","-44,085131",São José de Ribamar,HOMICÍDIO DOLOSO
1026,03/11/2018,masculino,19,20:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
1027,03/11/2018,masculino,24,-,OUTROS MEIOS,Pedrinhas,"-2,688089","-44,302711",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
1028,04/11/2018,masculino,28,01:00:00,ARMA DE FOGO,Vila São Sebastião,"-2,573346","-44,264312",São Luís,LATROCÍNIO
1029,05/11/2018,masculino,25,17:27:00,ARMA DE FOGO,Belira,"-2,538427","-44,296156",São Luís,HOMICÍDIO DOLOSO
1030,05/11/2018,feminino,37,11:00:00,ARMA DE FOGO,Vila Conceição – Coroadinho,"-2,568449","-44,261609",São Luís,HOMICÍDIO DOLOSO
1031,06/11/2018,feminino,30,19:48:00,ARMA BRANCA,Barreto,"-2,547431","-44,259281",São Luís,HOMICÍDIO DOLOSO
1032,07/11/2018,masculino,33,03:00:00,ARMA BRANCA,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
1033,08/11/2018,masculino,20,00:00:00,ARMA BRANCA,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
1034,11/11/2018,masculino,28,20:00:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
1035,11/11/2018,masculino,35,01:00:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
1036,12/11/2018,masculino,34,16:40:00,ARMA DE FOGO,Geniparanã,"-2,581857","-44,185381",São Luís,HOMICÍDIO DOLOSO
1037,13/11/2018,masculino,38,20:06:00,ARMA BRANCA,Cajueiro,"-2,617183","-44,347687",São Luís,HOMICÍDIO DOLOSO
1038,15/11/2018,masculino,28,23:00:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,LATROCÍNIO
1039,16/11/2018,masculino,35,23:30:00,ARMA DE FOGO,Residencial Jardim Primavera,"-2,523722","-44,104013",Paço do Lumiar,HOMICÍDIO DOLOSO
